OrderID,OrderDate,ShipDate,ShipMode,CustomerID,AddressID
CA-2017-107713,2017-03-17,2017-03-17,Standard Class,JB-16000,JB-16000A5
CA-2017-134096,2017-09-29,2017-09-29,Standard Class,PP-18955,PP-18955A8
CA-2016-125843,2016-08-16,2016-08-16,First Class,RF-19840,RF-19840A1
CA-2017-120404,2017-11-24,2017-11-24,Second Class,KH-16330,KH-16330A3
CA-2017-167549,2017-07-27,2017-07-27,First Class,EM-14200,EM-14200A2
CA-2016-120082,2016-03-27,2016-03-27,Second Class,DK-12835,DK-12835A12
US-2016-168095,2016-07-20,2016-07-20,Standard Class,MC-17425,MC-17425A4
CA-2017-166093,2017-08-24,2017-08-24,Standard Class,RW-19540,RW-19540A1
CA-2016-146325,2016-12-17,2016-12-17,First Class,DS-13180,DS-13180A5
CA-2017-134194,2018-01-01,2018-01-01,Standard Class,GA-14725,GA-14725A9
CA-2014-131009,2014-03-05,2014-03-05,Standard Class,SC-20380,SC-20380A8
CA-2015-145814,2015-11-24,2015-11-24,Standard Class,KD-16345,KD-16345A4
CA-2014-138359,2014-04-06,2014-04-06,Standard Class,KH-16330,KH-16330A2
CA-2017-131807,2017-10-10,2017-10-10,Standard Class,GG-14650,GG-14650A5
CA-2017-104864,2017-11-23,2017-11-23,Second Class,JS-15685,JS-15685A1
CA-2015-138219,2015-03-30,2015-03-30,Standard Class,BP-11095,BP-11095A6
CA-2016-157707,2016-10-12,2016-10-12,First Class,CC-12610,CC-12610A1
US-2015-126753,2015-08-20,2015-08-20,Standard Class,SP-20860,SP-20860A4
CA-2014-166051,2014-06-05,2014-06-05,Standard Class,JK-15625,JK-15625A6
CA-2015-113040,2015-08-31,2015-08-31,Standard Class,CC-12100,CC-12100A1
CA-2014-103800,2014-01-07,2014-01-07,Standard Class,DP-13000,DP-13000A9
CA-2014-113383,2014-09-13,2014-09-13,First Class,SF-20065,SF-20065A3
CA-2017-152499,2017-01-25,2017-01-25,Second Class,EH-13765,EH-13765A2
CA-2016-151498,2016-04-24,2016-04-24,First Class,DN-13690,DN-13690A6
CA-2016-137939,2016-07-23,2016-07-23,Second Class,PJ-19015,PJ-19015A4
US-2016-117793,2016-08-29,2016-08-29,Standard Class,MA-17560,MA-17560A5
CA-2016-133872,2016-06-17,2016-06-17,First Class,VM-21835,VM-21835A2
US-2015-165743,2015-11-23,2015-11-23,Second Class,MM-18055,MM-18055A4
US-2017-105998,2017-11-05,2017-11-05,First Class,CR-12580,CR-12580A2
US-2014-148194,2014-05-07,2014-05-07,First Class,BS-11365,BS-11365A4
US-2015-151407,2015-11-12,2015-11-12,Standard Class,RD-19585,RD-19585A10
CA-2015-110870,2015-12-15,2015-12-15,First Class,KD-16270,KD-16270A5
CA-2014-143210,2014-12-03,2014-12-03,First Class,AA-10645,AA-10645A5
CA-2016-139808,2016-10-11,2016-10-11,Standard Class,MC-18100,MC-18100A8
CA-2015-110863,2015-11-24,2015-11-24,Standard Class,AA-10645,AA-10645A1
CA-2014-127859,2014-03-20,2014-03-20,Second Class,QJ-19255,QJ-19255A4
US-2015-136427,2015-06-23,2015-06-23,First Class,JM-16195,JM-16195A3
CA-2017-120168,2017-05-25,2017-05-25,Same Day,TB-21625,TB-21625A5
US-2014-131870,2014-09-11,2014-09-11,First Class,NF-18595,NF-18595A1
CA-2017-114804,2017-10-19,2017-10-19,Second Class,BF-11020,BF-11020A7
CA-2017-167227,2017-11-05,2017-11-05,First Class,NP-18670,NP-18670A5
CA-2014-129189,2014-07-25,2014-07-25,Standard Class,HM-14860,HM-14860A1
CA-2015-132465,2015-09-15,2015-09-15,Second Class,DM-13525,DM-13525A1
CA-2016-166373,2016-10-25,2016-10-25,Standard Class,JF-15565,JF-15565A8
CA-2016-158806,2016-01-11,2016-01-11,Standard Class,NM-18520,NM-18520A1
CA-2015-119690,2015-06-28,2015-06-28,First Class,MV-17485,MV-17485A6
CA-2015-153738,2015-09-22,2015-09-22,First Class,AG-10270,AG-10270A3
CA-2017-169012,2017-07-14,2017-07-14,Standard Class,BF-11275,BF-11275A1
CA-2017-109393,2017-07-02,2017-07-02,Second Class,JC-15775,JC-15775A4
CA-2017-121489,2017-08-25,2017-08-25,Second Class,CM-11815,CM-11815A1
US-2017-133081,2017-03-15,2017-03-15,Standard Class,PV-18985,PV-18985A4
CA-2017-165008,2017-09-17,2017-09-17,Second Class,DO-13645,DO-13645A6
CA-2016-145611,2016-09-24,2016-09-24,Standard Class,HA-14905,HA-14905A7
CA-2016-113600,2016-12-17,2016-12-17,Second Class,SH-20395,SH-20395A6
CA-2017-130834,2017-11-06,2017-11-06,Second Class,JM-16195,JM-16195A5
CA-2016-168543,2016-07-07,2016-07-07,Standard Class,DK-13225,DK-13225A3
CA-2014-144974,2014-09-30,2014-09-30,Standard Class,CM-12715,CM-12715A1
CA-2014-109904,2014-07-17,2014-07-17,Second Class,BF-10975,BF-10975A5
CA-2017-152205,2017-10-05,2017-10-05,Standard Class,SF-20965,SF-20965A1
CA-2015-121188,2015-09-04,2015-09-04,Standard Class,CB-12025,CB-12025A2
CA-2015-156013,2015-09-26,2015-09-26,Standard Class,TC-20980,TC-20980A4
CA-2016-132997,2016-11-09,2016-11-09,First Class,LW-17215,LW-17215A1
US-2015-160563,2015-10-24,2015-10-24,Standard Class,NS-18640,NS-18640A6
CA-2017-151750,2017-01-05,2017-01-05,Standard Class,JM-15250,JM-15250A6
CA-2015-106187,2015-06-29,2015-06-29,Standard Class,RF-19345,RF-19345A6
US-2016-164945,2016-11-27,2016-11-27,Standard Class,CA-12055,CA-12055A4
CA-2015-150714,2015-11-01,2015-11-01,Standard Class,KH-16690,KH-16690A2
CA-2016-105753,2016-10-26,2016-10-26,Standard Class,LC-16960,LC-16960A3
CA-2017-120894,2017-05-02,2017-05-02,Standard Class,JL-15130,JL-15130A2
CA-2016-106621,2016-10-01,2016-10-01,Second Class,DM-12955,DM-12955A4
CA-2015-107020,2015-07-14,2015-07-14,Standard Class,MV-18190,MV-18190A7
US-2015-117492,2015-08-09,2015-08-09,First Class,NS-18640,NS-18640A4
CA-2014-101392,2014-12-13,2014-12-13,Standard Class,AS-10630,AS-10630A5
CA-2015-127502,2015-12-14,2015-12-14,Standard Class,MT-17815,MT-17815A5
CA-2017-143658,2017-11-13,2017-11-13,Second Class,SR-20425,SR-20425A4
CA-2017-133046,2017-08-01,2017-08-01,Second Class,DK-13375,DK-13375A8
CA-2017-122798,2018-01-01,2018-01-01,Standard Class,SV-20935,SV-20935A2
CA-2016-169663,2016-03-13,2016-03-13,First Class,RH-19510,RH-19510A3
CA-2015-149846,2015-05-26,2015-05-26,Standard Class,SB-20185,SB-20185A6
CA-2017-159149,2017-02-19,2017-02-19,First Class,CR-12820,CR-12820A2
US-2017-167570,2017-12-15,2017-12-15,Standard Class,EG-13900,EG-13900A1
CA-2017-160122,2017-11-23,2017-11-23,Standard Class,RD-19930,RD-19930A4
CA-2016-130393,2016-12-03,2016-12-03,Second Class,JM-15865,JM-15865A3
CA-2017-144820,2017-10-07,2017-10-07,Second Class,LW-16825,LW-16825A4
CA-2017-101014,2017-09-04,2017-09-04,Standard Class,RW-19540,RW-19540A2
CA-2017-105543,2017-11-24,2017-11-24,Same Day,BG-11695,BG-11695A4
US-2017-113201,2017-07-05,2017-07-05,Standard Class,TT-21220,TT-21220A7
US-2017-106551,2017-07-27,2017-07-27,Standard Class,EB-13930,EB-13930A3
CA-2016-116722,2016-11-16,2016-11-16,Standard Class,LP-17080,LP-17080A2
CA-2014-138128,2014-12-15,2014-12-15,Standard Class,FP-14320,FP-14320A8
US-2017-150070,2017-09-12,2017-09-12,Standard Class,JA-15970,JA-15970A7
CA-2015-137064,2015-02-13,2015-02-13,Standard Class,TS-21655,TS-21655A5
CA-2017-157350,2017-09-01,2017-09-01,Standard Class,DP-13000,DP-13000A3
CA-2014-127866,2014-07-23,2014-07-23,First Class,JD-15895,JD-15895A1
CA-2015-131352,2015-10-13,2015-10-13,Standard Class,GH-14485,GH-14485A1
CA-2015-121776,2015-02-21,2015-02-21,Standard Class,RD-19585,RD-19585A3
CA-2016-118073,2016-08-16,2016-08-16,Standard Class,CS-12490,CS-12490A2
CA-2014-103219,2014-11-13,2014-11-13,Standard Class,BF-11215,BF-11215A1
CA-2016-102561,2016-07-22,2016-07-22,Standard Class,NK-18490,NK-18490A6
CA-2016-100993,2016-02-10,2016-02-10,Standard Class,AZ-10750,AZ-10750A1
US-2014-112949,2014-06-27,2014-06-27,Standard Class,Co-12640,Co-12640A5
US-2017-146822,2017-06-14,2017-06-14,Standard Class,AG-10675,AG-10675A2
US-2016-131058,2016-12-31,2016-12-31,Standard Class,EM-14140,EM-14140A5
CA-2014-167997,2014-01-29,2014-01-29,First Class,CA-11965,CA-11965A3
CA-2017-140151,2017-03-25,2017-03-25,First Class,RB-19360,RB-19360A3
US-2017-143770,2017-03-24,2017-03-24,Standard Class,RD-19720,RD-19720A4
CA-2016-131296,2016-10-09,2016-10-09,Standard Class,MS-17830,MS-17830A2
CA-2016-103464,2016-11-22,2016-11-22,Standard Class,PG-18820,PG-18820A12
CA-2017-136238,2018-01-01,2018-01-01,Standard Class,KB-16240,KB-16240A6
CA-2016-120803,2016-03-13,2016-03-13,Standard Class,RB-19465,RB-19465A4
CA-2016-134138,2016-02-20,2016-02-20,Standard Class,JD-15790,JD-15790A4
CA-2015-120915,2015-10-03,2015-10-03,Second Class,JJ-15445,JJ-15445A2
CA-2015-168207,2015-11-06,2015-11-06,Standard Class,LT-17110,LT-17110A6
CA-2016-144148,2016-08-05,2016-08-05,Standard Class,AH-10690,AH-10690A5
CA-2017-107174,2017-11-13,2017-11-13,Standard Class,AB-10060,AB-10060A7
CA-2016-146150,2016-02-19,2016-02-19,Standard Class,FM-14380,FM-14380A8
CA-2014-114125,2014-07-13,2014-07-13,Standard Class,GH-14410,GH-14410A8
CA-2016-114944,2016-02-04,2016-02-04,Standard Class,HE-14800,HE-14800A1
CA-2016-135965,2016-09-25,2016-09-25,First Class,SZ-20035,SZ-20035A1
CA-2017-149699,2017-12-24,2017-12-24,First Class,CM-12115,CM-12115A1
CA-2016-166429,2016-09-08,2016-09-08,Standard Class,TG-21310,TG-21310A4
CA-2015-112767,2015-08-06,2015-08-06,Standard Class,DK-12985,DK-12985A3
CA-2015-119879,2015-11-25,2015-11-25,Standard Class,SS-20410,SS-20410A5
CA-2017-155642,2017-05-22,2017-05-22,Standard Class,BM-11575,BM-11575A3
US-2017-101721,2017-07-27,2017-07-27,Standard Class,MY-17380,MY-17380A5
CA-2015-136728,2015-09-17,2015-09-17,Second Class,AG-10900,AG-10900A5
CA-2016-127194,2016-12-16,2016-12-16,Standard Class,BW-11110,BW-11110A5
CA-2015-140375,2015-10-05,2015-10-05,Second Class,SG-20470,SG-20470A4
US-2017-155866,2017-11-21,2017-11-21,Standard Class,CC-12370,CC-12370A1
CA-2015-141327,2015-12-03,2015-12-03,First Class,LR-16915,LR-16915A6
CA-2015-136700,2015-12-11,2015-12-11,Second Class,DB-13120,DB-13120A4
CA-2017-102736,2017-09-09,2017-09-09,Standard Class,LP-17095,LP-17095A7
CA-2017-125269,2017-04-30,2017-04-30,Standard Class,AF-10870,AF-10870A2
CA-2015-114811,2015-11-08,2015-11-08,Same Day,KD-16495,KD-16495A7
CA-2015-122266,2015-04-30,2015-04-30,Standard Class,SA-20830,SA-20830A5
CA-2015-141565,2015-09-24,2015-09-24,Standard Class,BG-11035,BG-11035A6
CA-2017-128769,2017-09-12,2017-09-12,Standard Class,DM-12955,DM-12955A1
CA-2016-116337,2016-11-12,2016-11-12,Standard Class,MC-17845,MC-17845A6
CA-2015-120845,2015-10-02,2015-10-02,Standard Class,ML-17395,ML-17395A3
CA-2014-120775,2014-10-07,2014-10-07,Standard Class,RD-19930,RD-19930A1
CA-2014-152905,2014-02-24,2014-02-24,Standard Class,AB-10015,AB-10015A3
CA-2016-104633,2016-06-16,2016-06-16,Standard Class,EA-14035,EA-14035A7
CA-2017-104136,2017-11-04,2017-11-04,Second Class,SF-20065,SF-20065A1
CA-2016-123050,2016-04-08,2016-04-08,Second Class,BC-11125,BC-11125A4
CA-2016-162355,2016-07-02,2016-07-02,Second Class,PF-19165,PF-19165A1
CA-2014-158225,2014-09-28,2014-09-28,Standard Class,SE-20110,SE-20110A4
CA-2017-102204,2017-05-06,2017-05-06,Standard Class,CJ-12010,CJ-12010A5
CA-2017-103065,2017-10-20,2017-10-20,Same Day,PT-19090,PT-19090A3
CA-2014-109855,2014-09-05,2014-09-05,Standard Class,LH-16900,LH-16900A3
CA-2014-109897,2014-08-16,2014-08-16,Standard Class,BW-11200,BW-11200A3
US-2014-143581,2014-08-23,2014-08-23,Standard Class,BS-11365,BS-11365A3
CA-2015-129217,2015-05-10,2015-05-10,Same Day,DP-13390,DP-13390A1
CA-2016-133816,2016-05-13,2016-05-13,Second Class,CS-12400,CS-12400A2
CA-2015-140221,2015-03-09,2015-03-09,Second Class,MS-17365,MS-17365A4
CA-2017-152310,2017-08-19,2017-08-19,Standard Class,DK-12895,DK-12895A2
CA-2016-118101,2016-06-26,2016-06-26,Same Day,SN-20560,SN-20560A4
CA-2016-100307,2016-12-19,2016-12-19,Standard Class,TC-21475,TC-21475A6
CA-2015-138457,2015-09-17,2015-09-17,Standard Class,AM-10705,AM-10705A3
CA-2014-131800,2015-01-04,2015-01-04,Standard Class,AJ-10960,AJ-10960A1
CA-2014-118304,2014-05-04,2014-05-04,Standard Class,KH-16360,KH-16360A3
CA-2017-121790,2017-02-06,2017-02-06,Standard Class,LP-17095,LP-17095A5
CA-2016-169670,2016-12-31,2016-12-31,Standard Class,JE-15715,JE-15715A1
CA-2016-139549,2016-10-25,2016-10-25,Standard Class,MY-18295,MY-18295A4
CA-2015-104059,2015-06-15,2015-06-15,Second Class,FC-14245,FC-14245A6
CA-2017-164112,2017-07-04,2017-07-04,Standard Class,ND-18460,ND-18460A6
CA-2015-143882,2015-06-30,2015-06-30,Standard Class,DB-13360,DB-13360A5
US-2016-139262,2016-02-25,2016-02-25,Standard Class,LC-16960,LC-16960A2
CA-2017-146192,2017-04-26,2017-04-26,Standard Class,BD-11725,BD-11725A1
CA-2017-134810,2017-05-10,2017-05-10,First Class,MC-17605,MC-17605A6
CA-2015-154284,2015-12-26,2015-12-26,Second Class,SZ-20035,SZ-20035A5
CA-2014-156244,2014-08-16,2014-08-16,Standard Class,DH-13675,DH-13675A3
CA-2015-106362,2015-12-15,2015-12-15,Standard Class,LC-16885,LC-16885A12
US-2017-168802,2017-11-07,2017-11-07,Standard Class,JO-15145,JO-15145A9
US-2017-146906,2017-03-17,2017-03-17,Standard Class,MT-17815,MT-17815A2
CA-2016-166380,2016-06-03,2016-06-03,Standard Class,EB-13750,EB-13750A10
US-2015-158911,2015-07-11,2015-07-11,Standard Class,RS-19765,RS-19765A5
US-2014-103338,2014-03-15,2014-03-15,Standard Class,RB-19435,RB-19435A5
CA-2015-109169,2015-04-24,2015-04-24,Standard Class,OT-18730,OT-18730A3
US-2017-167318,2017-08-01,2017-08-01,Standard Class,GZ-14545,GZ-14545A4
US-2014-120313,2014-11-02,2014-11-02,Second Class,NL-18310,NL-18310A2
CA-2017-135419,2017-11-09,2017-11-09,Standard Class,BG-11740,BG-11740A1
CA-2016-128671,2016-08-16,2016-08-16,Standard Class,MT-18070,MT-18070A4
CA-2016-149335,2016-07-25,2016-07-25,Same Day,BC-11125,BC-11125A8
CA-2014-168312,2014-03-07,2014-03-07,Standard Class,GW-14605,GW-14605A2
US-2017-105935,2017-01-31,2017-01-31,Standard Class,BD-11500,BD-11500A1
CA-2014-161508,2014-07-16,2014-07-16,Standard Class,PV-18985,PV-18985A2
CA-2017-130904,2017-04-16,2017-04-16,Standard Class,HM-14980,HM-14980A3
CA-2017-133620,2017-11-18,2017-11-18,Standard Class,EM-14065,EM-14065A4
CA-2015-142937,2015-12-06,2015-12-06,First Class,SF-20065,SF-20065A5
US-2016-149790,2016-10-01,2016-10-01,Standard Class,SC-20380,SC-20380A5
CA-2016-130778,2016-11-25,2016-11-25,Standard Class,ND-18370,ND-18370A7
CA-2017-144456,2017-09-09,2017-09-09,First Class,FC-14245,FC-14245A4
CA-2017-103478,2017-07-24,2017-07-24,Second Class,KL-16555,KL-16555A5
CA-2017-118577,2017-10-11,2017-10-11,Standard Class,XP-21865,XP-21865A2
CA-2017-113572,2017-11-11,2017-11-11,Standard Class,FP-14320,FP-14320A2
CA-2016-153269,2016-03-12,2016-03-12,First Class,PS-18760,PS-18760A4
CA-2017-161655,2017-05-18,2017-05-18,Second Class,CW-11905,CW-11905A6
CA-2016-101469,2016-07-08,2016-07-08,Standard Class,KH-16360,KH-16360A1
CA-2014-153087,2015-01-03,2015-01-03,Standard Class,TC-20980,TC-20980A2
CA-2017-135076,2017-04-17,2017-04-17,Standard Class,YS-21880,YS-21880A2
CA-2014-161634,2014-11-20,2014-11-20,Standard Class,CC-12220,CC-12220A6
CA-2017-141481,2017-06-14,2017-06-14,First Class,ZD-21925,ZD-21925A5
CA-2016-132549,2016-11-30,2016-11-30,Standard Class,JK-15370,JK-15370A2
US-2014-155544,2014-03-25,2014-03-25,Standard Class,GM-14440,GM-14440A4
US-2015-115238,2015-05-04,2015-05-04,Standard Class,JW-15220,JW-15220A5
CA-2017-132199,2017-05-08,2017-05-08,Standard Class,BO-11350,BO-11350A5
CA-2016-163174,2016-08-30,2016-08-30,Standard Class,XP-21865,XP-21865A7
CA-2014-110555,2014-04-18,2014-04-18,Standard Class,MM-18055,MM-18055A6
CA-2017-147207,2017-01-04,2017-01-04,Second Class,TS-21655,TS-21655A3
CA-2017-137631,2017-05-02,2017-05-02,Standard Class,JL-15235,JL-15235A3
CA-2017-157273,2017-02-02,2017-02-02,First Class,SZ-20035,SZ-20035A7
CA-2014-109918,2014-09-12,2014-09-12,Second Class,LR-17035,LR-17035A3
CA-2016-118745,2016-06-16,2016-06-16,Standard Class,SV-20365,SV-20365A3
CA-2016-163972,2016-10-21,2016-10-21,Standard Class,MG-17890,MG-17890A7
CA-2014-165393,2014-12-30,2014-12-30,First Class,NC-18415,NC-18415A4
CA-2016-113726,2016-12-01,2016-12-01,Standard Class,SC-20680,SC-20680A4
CA-2016-152940,2016-11-13,2016-11-13,First Class,RO-19780,RO-19780A1
CA-2015-158701,2015-01-10,2015-01-10,Standard Class,JL-15175,JL-15175A1
CA-2017-156272,2017-03-27,2017-03-27,Standard Class,PW-19030,PW-19030A3
CA-2015-162964,2015-11-18,2015-11-18,Standard Class,MF-18250,MF-18250A4
CA-2014-103527,2014-09-14,2014-09-14,Second Class,CC-12220,CC-12220A10
CA-2016-134544,2016-03-19,2016-03-19,Second Class,AC-10660,AC-10660A3
CA-2016-163048,2016-02-15,2016-02-15,Standard Class,MH-17440,MH-17440A2
CA-2016-145135,2016-11-28,2016-11-28,First Class,CD-12790,CD-12790A2
CA-2017-137582,2017-09-08,2017-09-08,Standard Class,CV-12805,CV-12805A5
CA-2015-149601,2015-06-03,2015-06-03,Standard Class,TB-21625,TB-21625A9
CA-2014-139423,2014-11-05,2014-11-05,Standard Class,DG-13300,DG-13300A2
CA-2016-102596,2016-12-30,2016-12-30,First Class,RD-19810,RD-19810A1
CA-2017-153227,2017-12-06,2017-12-06,First Class,CS-12250,CS-12250A6
CA-2017-110625,2017-12-30,2017-12-30,Standard Class,JB-16045,JB-16045A3
CA-2016-142594,2016-12-06,2016-12-06,Second Class,EJ-14155,EJ-14155A3
CA-2014-152254,2014-06-30,2014-06-30,Same Day,BD-11620,BD-11620A4
US-2014-120236,2014-09-04,2014-09-04,First Class,MR-17545,MR-17545A4
CA-2017-120061,2017-11-07,2017-11-07,Second Class,SR-20425,SR-20425A3
CA-2015-133837,2015-04-18,2015-04-18,Standard Class,TH-21100,TH-21100A4
CA-2015-110814,2015-12-09,2015-12-09,Second Class,BD-11635,BD-11635A3
CA-2016-154067,2016-02-07,2016-02-07,Standard Class,SM-20950,SM-20950A5
CA-2017-140480,2017-07-12,2017-07-12,Standard Class,HE-14800,HE-14800A2
CA-2015-134082,2015-12-17,2015-12-17,Standard Class,JK-15640,JK-15640A8
CA-2016-130820,2016-11-15,2016-11-15,Same Day,ON-18715,ON-18715A1
CA-2016-159765,2016-05-12,2016-05-12,Second Class,TH-21100,TH-21100A5
CA-2017-132290,2017-03-14,2017-03-14,Standard Class,MD-17350,MD-17350A2
CA-2016-147109,2016-12-21,2016-12-21,Standard Class,AH-10075,AH-10075A6
CA-2017-107265,2017-04-12,2017-04-12,Standard Class,ML-17755,ML-17755A6
CA-2017-118199,2017-05-11,2017-05-11,First Class,LB-16795,LB-16795A2
CA-2017-150091,2017-10-16,2017-10-16,Standard Class,NP-18670,NP-18670A3
CA-2016-137652,2016-08-30,2016-08-30,First Class,EB-13750,EB-13750A6
CA-2015-128356,2015-10-07,2015-10-07,Standard Class,RP-19390,RP-19390A4
CA-2017-167017,2017-11-25,2017-11-25,First Class,DC-12850,DC-12850A8
US-2017-132220,2017-11-16,2017-11-16,Standard Class,DJ-13510,DJ-13510A5
CA-2016-118129,2016-12-21,2016-12-21,Second Class,CL-12565,CL-12565A1
US-2014-113124,2014-04-05,2014-04-05,Standard Class,NC-18340,NC-18340A3
CA-2017-155621,2017-11-13,2017-11-13,Standard Class,KN-16450,KN-16450A3
US-2014-127635,2014-09-18,2014-09-18,Second Class,SC-20260,SC-20260A8
CA-2015-151470,2015-09-26,2015-09-26,Standard Class,AM-10705,AM-10705A2
CA-2015-112823,2015-12-16,2015-12-16,Standard Class,RA-19945,RA-19945A2
CA-2014-108861,2014-06-01,2014-06-01,Standard Class,MM-17260,MM-17260A4
CA-2017-114370,2017-03-17,2017-03-17,Second Class,BN-11470,BN-11470A3
CA-2016-158302,2016-12-12,2016-12-12,Second Class,JB-16045,JB-16045A2
CA-2017-145779,2017-05-10,2017-05-10,Standard Class,DB-13615,DB-13615A4
US-2016-155173,2016-03-10,2016-03-10,Standard Class,JB-16045,JB-16045A5
CA-2017-125451,2017-10-24,2017-10-24,First Class,AH-10075,AH-10075A9
CA-2014-131387,2014-04-30,2014-04-30,First Class,AI-10855,AI-10855A8
CA-2016-125087,2016-04-23,2016-04-23,Standard Class,TH-21115,TH-21115A3
CA-2016-154081,2016-05-29,2016-05-29,Standard Class,JE-15610,JE-15610A3
US-2017-118556,2017-06-02,2017-06-02,Second Class,TH-21235,TH-21235A5
CA-2014-126200,2014-08-29,2014-08-29,Standard Class,JE-15715,JE-15715A8
CA-2014-146500,2014-09-04,2014-09-04,Standard Class,AT-10735,AT-10735A8
CA-2015-169537,2015-09-07,2015-09-07,Second Class,JH-15820,JH-15820A5
CA-2014-100881,2014-04-01,2014-04-01,Standard Class,DR-12940,DR-12940A3
CA-2015-144043,2015-05-15,2015-05-15,Standard Class,AB-10165,AB-10165A3
CA-2015-116512,2015-04-14,2015-04-14,Standard Class,MC-18100,MC-18100A5
CA-2015-101000,2015-04-14,2015-04-14,Standard Class,IG-15085,IG-15085A1
CA-2016-168557,2016-09-23,2016-09-23,Standard Class,FH-14275,FH-14275A9
US-2016-164196,2016-11-17,2016-11-17,Standard Class,AS-10285,AS-10285A3
US-2017-132031,2017-04-27,2017-04-27,Standard Class,PN-18775,PN-18775A5
CA-2015-169733,2015-10-26,2015-10-26,Second Class,GM-14500,GM-14500A8
CA-2017-169404,2017-04-14,2017-04-14,Standard Class,NC-18625,NC-18625A1
CA-2017-134880,2017-11-01,2017-11-01,Standard Class,TW-21025,TW-21025A3
CA-2015-145758,2015-10-30,2015-10-30,Same Day,BF-11020,BF-11020A6
CA-2017-158736,2017-12-24,2017-12-24,Standard Class,TT-21460,TT-21460A1
US-2016-119270,2016-03-16,2016-03-16,Standard Class,SW-20245,SW-20245A3
CA-2014-109890,2014-07-27,2014-07-27,Standard Class,PG-18820,PG-18820A2
CA-2016-138583,2016-05-28,2016-05-28,Standard Class,DP-13390,DP-13390A6
US-2017-118535,2017-02-15,2017-02-15,Standard Class,DJ-13510,DJ-13510A2
CA-2016-126284,2016-09-24,2016-09-24,Standard Class,EN-13780,EN-13780A2
CA-2017-142391,2017-09-24,2017-09-24,Same Day,PB-19150,PB-19150A1
CA-2017-124716,2017-03-31,2017-03-31,Standard Class,BD-11560,BD-11560A2
CA-2016-158841,2016-02-04,2016-02-04,Second Class,SE-20110,SE-20110A8
CA-2017-106824,2017-07-11,2017-07-11,Standard Class,AT-10735,AT-10735A6
CA-2015-109190,2015-10-28,2015-10-28,Standard Class,CC-12685,CC-12685A2
CA-2016-143154,2016-12-08,2016-12-08,Standard Class,AS-10225,AS-10225A4
CA-2014-169061,2014-03-08,2014-03-08,Second Class,AB-10150,AB-10150A5
CA-2015-102316,2015-03-03,2015-03-03,Second Class,DH-13075,DH-13075A2
CA-2014-164903,2014-02-24,2014-02-24,Standard Class,SR-20740,SR-20740A6
CA-2016-109400,2016-05-06,2016-05-06,Standard Class,NR-18550,NR-18550A2
CA-2016-130400,2016-03-12,2016-03-12,Standard Class,SJ-20125,SJ-20125A10
CA-2015-135853,2015-12-14,2015-12-14,First Class,CA-12775,CA-12775A6
CA-2016-103359,2016-12-26,2016-12-26,Standard Class,LC-16885,LC-16885A6
CA-2016-144645,2016-02-08,2016-02-08,Standard Class,NS-18640,NS-18640A1
CA-2017-141614,2017-06-09,2017-06-09,Standard Class,NS-18640,NS-18640A2
CA-2015-122168,2015-08-26,2015-08-26,Standard Class,HG-14965,HG-14965A4
CA-2016-132899,2016-04-11,2016-04-11,Standard Class,SF-20200,SF-20200A3
CA-2017-149720,2017-06-07,2017-06-07,Second Class,EM-14065,EM-14065A1
CA-2017-118003,2017-12-10,2017-12-10,Standard Class,DO-13645,DO-13645A7
CA-2016-141887,2016-01-15,2016-01-15,Standard Class,MP-17470,MP-17470A5
US-2016-160206,2016-04-07,2016-04-07,Standard Class,MY-18295,MY-18295A3
CA-2017-133074,2017-09-25,2017-09-25,Standard Class,DB-13615,DB-13615A3
CA-2017-161172,2017-03-16,2017-03-16,Same Day,SP-20920,SP-20920A1
CA-2017-137624,2017-11-17,2017-11-17,Standard Class,ME-17320,ME-17320A5
CA-2016-156748,2016-12-06,2016-12-06,Standard Class,BS-11755,BS-11755A5
CA-2015-169677,2015-01-15,2015-01-15,Second Class,KS-16300,KS-16300A1
US-2014-163146,2014-05-20,2014-05-20,Standard Class,CC-12475,CC-12475A3
CA-2015-157343,2015-06-11,2015-06-11,Standard Class,HD-14785,HD-14785A3
CA-2017-147354,2017-03-13,2017-03-13,Standard Class,KB-16315,KB-16315A4
CA-2015-157287,2015-12-23,2015-12-23,First Class,HR-14830,HR-14830A2
CA-2014-137575,2014-08-11,2014-08-11,Standard Class,TB-21625,TB-21625A1
CA-2016-119074,2016-03-31,2016-03-31,Standard Class,DS-13180,DS-13180A1
CA-2015-149566,2015-12-10,2015-12-10,Standard Class,GB-14530,GB-14530A1
CA-2015-126186,2015-09-12,2015-09-12,First Class,GB-14530,GB-14530A6
CA-2015-121132,2015-07-24,2015-07-24,Standard Class,VB-21745,VB-21745A2
CA-2014-140473,2014-06-03,2014-06-03,Standard Class,MC-17425,MC-17425A5
US-2017-102904,2017-11-20,2017-11-20,Standard Class,CB-12025,CB-12025A8
CA-2016-102092,2016-12-11,2016-12-11,First Class,PM-18940,PM-18940A2
CA-2015-117884,2015-03-22,2015-03-22,Same Day,DC-13285,DC-13285A1
CA-2016-132829,2016-12-26,2016-12-26,Second Class,LA-16780,LA-16780A5
CA-2016-123540,2016-04-06,2016-04-06,Second Class,DJ-13420,DJ-13420A1
US-2017-108315,2017-05-04,2017-05-04,Standard Class,MH-18115,MH-18115A6
CA-2016-134110,2016-11-18,2016-11-18,First Class,BG-11035,BG-11035A8
